train/std,train/reward,train/n_updates,time/iterations,time/time_elapsed,train/entropy_loss,time/fps,time/total_timesteps,train/learning_rate,train/value_loss,train/policy_loss,train/explained_variance
1.0178332328796387,-1.64367,4199,4200,95,-12.923927307128906,218,21000,0.0007,1.2957522869110107,12.524991035461426,-0.2916306257247925
1.0195623636245728,0.35807776,4299,4300,97,-12.937973022460938,219,21500,0.0007,5.3745436668396,27.00419044494629,0.3173677325248718
1.022168517112732,-5.44589,4399,4400,99,-12.958702087402344,220,22000,0.0007,6.335992336273193,-29.933929443359375,0.0
1.0255271196365356,-2.2043517,4499,4500,102,-12.987947463989258,220,22500,0.0007,14.577186584472656,44.747779846191406,0.0
1.0246604681015015,-0.35850397,4599,4600,104,-12.976850509643555,221,23000,0.0007,2.497964382171631,21.19682502746582,-1.1920928955078125e-07
1.024345874786377,-4.4219832,4699,4700,106,-12.97778034210205,221,23500,0.0007,4.377133369445801,-26.145532608032227,-1.1920928955078125e-07
1.0236246585845947,-0.3166035,4799,4800,109,-12.967123031616211,219,24000,0.0007,0.2240356206893921,-1.4025322198867798,0.0005158782005310059
1.0235755443572998,-0.80851406,4899,4900,111,-12.96562385559082,219,24500,0.0007,6.5983123779296875,-29.25946617126465,0.0
1.0245628356933594,0.77270514,4999,5000,113,-12.979780197143555,220,25000,0.0007,9.570147514343262,-44.703556060791016,-2.384185791015625e-07
1.0220894813537598,0.42185727,5099,5100,115,-12.95686149597168,220,25500,0.0007,3.3441872596740723,20.487224578857422,0.0
1.0190492868423462,-1.294048,5199,5200,117,-12.92878532409668,220,26000,0.0007,5.491962909698486,-23.5301513671875,-1.1920928955078125e-07
1.023662805557251,-2.4210372,5299,5300,120,-12.9689302444458,220,26500,0.0007,42.556884765625,77.09367370605469,5.960464477539063e-08
1.0200008153915405,-1.2704955,5399,5400,123,-12.934547424316406,219,27000,0.0007,3.8215079307556152,-24.483964920043945,-1.1920928955078125e-07
1.0232067108154297,1.670906,5499,5500,125,-12.957354545593262,219,27500,0.0007,0.9507260322570801,9.640111923217773,1.1920928955078125e-07
1.0206626653671265,-1.3518199,5599,5600,127,-12.939062118530273,219,28000,0.0007,1.1313269138336182,-5.686831951141357,0.0
1.0184738636016846,-0.42421085,5699,5700,129,-12.922073364257812,219,28500,0.0007,2.0236003398895264,-7.007967948913574,0.0
1.0167912244796753,1.0179639,5799,5800,131,-12.904958724975586,220,29000,0.0007,8.016650199890137,31.567041397094727,1.1920928955078125e-07
1.0187572240829468,-2.807401,5899,5900,134,-12.918139457702637,219,29500,0.0007,11.648153305053711,-40.265377044677734,0.0
1.017977237701416,1.0774285,5999,6000,137,-12.911787033081055,218,30000,0.0007,7.806753635406494,-35.22441101074219,0.0
1.0244979858398438,1.0177648,6099,6100,139,-12.963007926940918,219,30500,0.0007,1.062748670578003,-4.75515079498291,1.1920928955078125e-07
1.027894139289856,-1.9055592,6199,6200,141,-12.993349075317383,219,31000,0.0007,29.67148208618164,-58.846580505371094,0.0
1.0254396200180054,-0.16205797,6299,6300,143,-12.9762601852417,219,31500,0.0007,0.4049921929836273,3.72440767288208,0.0
1.0262935161590576,2.1726701,6399,6400,145,-12.982876777648926,219,32000,0.0007,3.6389694213867188,17.670574188232422,0.03778797388076782
1.0247724056243896,-0.44155765,6499,6500,148,-12.96782398223877,218,32500,0.0007,2.5340869426727295,1.8354122638702393,0.0
1.0266385078430176,-1.4764786,6599,6600,151,-12.98608112335205,218,33000,0.0007,4.919159889221191,-28.135019302368164,0.0
1.027357578277588,1.0243179,6699,6700,153,-12.994100570678711,218,33500,0.0007,2.091384172439575,16.15967559814453,0.0
1.0250120162963867,-0.054206334,6799,6800,155,-12.966913223266602,218,34000,0.0007,3.075885772705078,-13.033058166503906,0.0
1.0254120826721191,0.29920137,6899,6900,157,-12.972871780395508,218,34500,0.0007,0.9214376211166382,-10.945839881896973,0.0
1.0262256860733032,2.6987994,6999,7000,159,-12.978059768676758,218,35000,0.0007,11.668508529663086,39.77521514892578,0.0
1.0265727043151855,-0.23157048,7099,7100,162,-12.9857816696167,217,35500,0.0007,0.7355567216873169,-2.3742270469665527,-0.19981062412261963
1.0272352695465088,-0.20604463,7199,7200,165,-12.986410140991211,217,36000,0.0007,1.0787025690078735,12.614232063293457,5.960464477539063e-08
1.0268880128860474,0.6458435,7299,7300,167,-12.990551948547363,218,36500,0.0007,0.0872836709022522,-0.18393422663211823,0.0
1.0257630348205566,-0.3618195,7399,7400,169,-12.97704792022705,218,37000,0.0007,4.1068949699401855,-20.457059860229492,-1.1920928955078125e-07
1.0296357870101929,1.183514,7499,7500,171,-13.00787353515625,218,37500,0.0007,0.38653290271759033,8.447915077209473,0.6117386817932129
1.0300589799880981,-1.0999438,7599,7600,174,-13.015210151672363,217,38000,0.0007,0.6318487524986267,4.527651786804199,0.0
1.0352240800857544,-0.055185597,7699,7700,177,-13.055813789367676,217,38500,0.0007,0.4066033363342285,6.894665718078613,0.14472311735153198
1.0339808464050293,-0.97910637,7799,7800,179,-13.043252944946289,217,39000,0.0007,0.2667282521724701,1.277564287185669,1.1920928955078125e-07
1.0385557413101196,1.3529618,7899,7900,181,-13.082864761352539,218,39500,0.0007,0.6826116442680359,-6.664388179779053,0.0
1.0397498607635498,0.26967132,7999,8000,183,-13.094573974609375,218,40000,0.0007,2.1814072132110596,9.33456039428711,0.0
1.042197585105896,3.4037886,8099,8100,185,-13.107531547546387,218,40500,0.0007,35.31135559082031,-61.787864685058594,0.0
1.0434263944625854,-9.263836,8199,8200,188,-13.121591567993164,218,41000,0.0007,589.0010986328125,-295.4817199707031,-0.047453999519348145
1.0431394577026367,-1.9102658,8299,8300,190,-13.115979194641113,217,41500,0.0007,13.964716911315918,-36.415077209472656,-1.1920928955078125e-07
1.039986252784729,0.6338739,8399,8400,192,-13.088476181030273,217,42000,0.0007,6.740795135498047,-28.77191734313965,0.0
1.0444645881652832,1.8226147,8499,8500,195,-13.126701354980469,217,42500,0.0007,1.1557533740997314,-4.203461647033691,7.748603820800781e-07
1.0446803569793701,1.7832233,8599,8600,197,-13.130935668945312,218,43000,0.0007,3.249532699584961,-13.9002046585083,0.0
1.0452286005020142,1.9121996,8699,8700,199,-13.134859085083008,218,43500,0.0007,6.6274824142456055,-29.784626007080078,0.0
1.0432108640670776,-4.661924,8799,8800,202,-13.121076583862305,217,44000,0.0007,95.40850830078125,115.43769836425781,0.0
1.041680932044983,2.1734462,8899,8900,204,-13.106866836547852,217,44500,0.0007,8.285696983337402,36.62915802001953,0.0
1.0448516607284546,-0.22332169,8999,9000,206,-13.140680313110352,217,45000,0.0007,3.5716469287872314,19.193382263183594,0.0
1.0467253923416138,0.019601502,9099,9100,208,-13.152223587036133,218,45500,0.0007,0.5094406008720398,-2.61519455909729,0.0
1.0466580390930176,0.9726869,9199,9200,210,-13.153576850891113,218,46000,0.0007,18.51151466369629,49.394187927246094,-1.1920928955078125e-07
1.0527600049972534,2.2056441,9299,9300,213,-13.201353073120117,218,46500,0.0007,2.9032864570617676,18.64100456237793,1.7881393432617188e-07
1.051827073097229,4.6910663,9399,9400,215,-13.198124885559082,217,47000,0.0007,51.7559928894043,41.26100158691406,-1.1920928955078125e-07
1.0540778636932373,0.13733852,9499,9500,218,-13.214258193969727,217,47500,0.0007,3.539915084838867,21.78504180908203,5.960464477539063e-08
1.0559927225112915,-1.9677945,9599,9600,220,-13.225321769714355,217,48000,0.0007,1.9030815362930298,-1.3841822147369385,-8.344650268554688e-07
1.0557760000228882,-1.5095369,9699,9700,222,-13.230278015136719,217,48500,0.0007,0.4081541895866394,1.8885513544082642,5.960464477539063e-08
1.0554018020629883,-0.6182683,9799,9800,224,-13.225793838500977,218,49000,0.0007,68.6824722290039,-107.83485412597656,5.960464477539063e-08
1.0551066398620605,1.5108984,9899,9900,227,-13.226812362670898,217,49500,0.0007,2.0897884368896484,-13.408233642578125,-0.08897936344146729
1.052993893623352,-6.1383653,9999,10000,230,-13.205431938171387,217,50000,0.0007,3.351743221282959,5.995400428771973,0.0
