,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,AMZN,APPL,GOOGL,MSFT,NVDA,AMZN,APPL,GOOGL,MSFT,NVDA,AMZN,APPL,GOOGL,MSFT,NVDA,AMZN,APPL,GOOGL,MSFT,NVDA,AMZN,APPL,GOOGL,MSFT,NVDA,AMZN,APPL,GOOGL,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02 00:00:00,15.425999641418457,,26.477500915527344,40.709468841552734,4.834127902984619,15.425999641418457,,26.477500915527344,46.7599983215332,5.03249979019165,15.737500190734863,,26.790000915527344,47.41999816894531,5.070000171661377,15.347999572753906,,26.393999099731445,46.540000915527344,4.952499866485596,15.628999710083008,,26.6299991607666,46.65999984741211,5.03249979019165,55664000,,26480000,27913900,11368000
2015-01-05 00:00:00,15.10949993133545,,25.972999572753906,40.335105895996094,4.752478122711182,15.10949993133545,,25.972999572753906,46.33000183105469,4.947500228881836,15.418999671936035,,26.399499893188477,46.72999954223633,5.047500133514404,15.042499542236328,,25.887500762939453,46.25,4.925000190734863,15.350500106811523,,26.357500076293945,46.369998931884766,5.03249979019165,55484000,,41182000,39673900,19795200
2015-01-06 00:00:00,14.76449966430664,,25.332000732421875,39.74309539794922,4.608391761779785,14.76449966430664,,25.332000732421875,45.650001525878906,4.797500133514404,15.149999618530273,,26.06049919128418,46.75,4.960000038146973,14.619000434875488,,25.27750015258789,45.540000915527344,4.792500019073486,15.112000465393066,,26.024999618530273,46.380001068115234,4.954999923706055,70380000,,54456000,36447900,19776400
2015-01-07 00:00:00,14.920999526977539,,25.25749969482422,40.2480354309082,4.596384048461914,14.920999526977539,,25.25749969482422,46.22999954223633,4.784999847412109,15.064000129699707,,25.574499130249023,46.459999084472656,4.875,14.766500473022461,,25.1825008392334,45.4900016784668,4.769999980926514,14.875,,25.547500610351562,45.97999954223633,4.832499980926514,52806000,,46918000,29114100,32180800
2015-01-08 00:00:00,15.02299976348877,,25.345500946044922,41.43206024169922,4.769289493560791,15.02299976348877,,25.345500946044922,47.59000015258789,4.965000152587891,15.156999588012695,,25.375,47.75,4.994999885559082,14.805500030517578,,24.750999450683594,46.720001220703125,4.837500095367432,15.015999794006348,,25.07550048828125,46.75,4.840000152587891,61768000,,73054000,29645200,28378000
2015-01-09 00:00:00,14.846500396728516,,25.035999298095703,41.083824157714844,4.788500785827637,14.846500396728516,,25.035999298095703,47.189998626708984,4.985000133514404,15.143500328063965,,25.43000030517578,47.81999969482422,5.022500038146973,14.833999633789062,,24.9325008392334,46.900001525878906,4.914999961853027,15.074000358581543,,25.409000396728516,47.61000061035156,4.982500076293945,51848000,,42000000,23944200,20954000
2015-01-12 00:00:00,14.570500373840332,,24.85300064086914,40.57016372680664,4.728464603424072,14.570500373840332,,24.85300064086914,46.599998474121094,4.922500133514404,14.92549991607666,,25.013999938964844,47.540000915527344,5.0,14.46399974822998,,24.545499801635742,46.36000061035156,4.877500057220459,14.878000259399414,,24.961999893188477,47.41999816894531,4.997499942779541,68428000,,57138000,23651900,19073200
2015-01-13 00:00:00,14.737000465393066,,25.09000015258789,40.36122512817383,4.721259593963623,14.737000465393066,,25.09000015258789,46.36000061035156,4.914999961853027,15.074999809265137,,25.43000030517578,47.90999984741211,5.059999942779541,14.661499977111816,,24.863000869750977,46.060001373291016,4.880000114440918,14.87399959564209,,25.12849998474121,46.970001220703125,4.960000038146973,82728000,,60958000,35270600,23672000
2015-01-14 00:00:00,14.66349983215332,,25.296499252319336,40.01298141479492,4.740469932556152,14.66349983215332,,25.296499252319336,45.959999084472656,4.934999942779541,14.795499801635742,,25.413000106811523,46.2400016784668,4.949999809265137,14.324999809265137,,24.908000946044922,45.619998931884766,4.849999904632568,14.596500396728516,,25.020999908447266,45.959999084472656,4.862500190734863,110774000,,52800000,29719600,15526000
2015-01-15 00:00:00,14.34749984741211,,25.20050048828125,39.595088958740234,4.706852912902832,14.34749984741211,,25.20050048828125,45.47999954223633,4.900000095367432,14.800000190734863,,25.487499237060547,46.380001068115234,5.0,14.340999603271484,,25.100500106811523,45.40999984741211,4.897500038146973,14.699999809265137,,25.444499969482422,46.220001220703125,4.96999979019165,88384000,,51068000,32750800,18893200
2015-01-16 00:00:00,14.536999702453613,,25.523000717163086,40.25674819946289,4.793303489685059,14.536999702453613,,25.523000717163086,46.2400016784668,4.989999771118164,14.53950023651123,,25.542499542236328,46.279998779296875,4.994999885559082,14.262499809265137,,25.154499053955078,45.16999816894531,4.877500057220459,14.314000129699707,,25.157499313354492,45.310001373291016,4.892499923706055,69564000,,49658000,35695300,18151200
2015-01-20 00:00:00,14.472000122070312,,25.496999740600586,40.38734436035156,4.807712078094482,14.472000122070312,,25.496999740600586,46.38999938964844,5.005000114440918,14.668000221252441,,25.780500411987305,46.650001525878906,5.052499771118164,14.319499969482422,,25.4685001373291,45.56999969482422,4.942500114440918,14.629500389099121,,25.638500213623047,46.29999923706055,5.025000095367432,61502000,,46796000,36161900,14030800
2015-01-21 00:00:00,14.862500190734863,,26.019500732421875,39.9781608581543,4.874952793121338,14.862500190734863,,26.019500732421875,45.91999816894531,5.074999809265137,15.300000190734863,,26.092500686645508,46.13999938964844,5.087500095367432,14.36299991607666,,25.47949981689453,45.47999954223633,4.942500114440918,14.482000350952148,,25.54199981689453,45.939998626708984,4.977499961853027,201302000,,46356000,39081100,14478000
2015-01-22 00:00:00,15.515999794006348,,26.864999771118164,41.031593322753906,4.959003448486328,15.515999794006348,,26.864999771118164,47.130001068115234,5.162499904632568,15.612500190734863,,26.941999435424805,47.13999938964844,5.177499771118164,15.0,,26.095500946044922,46.08000183105469,5.03249979019165,15.0,,26.149999618530273,46.380001068115234,5.085000038146973,107252000,,56068000,35898000,15971200
2015-01-23 00:00:00,15.619500160217285,,27.09749984741211,41.07512664794922,4.973412036895752,15.619500160217285,,27.09749984741211,47.18000030517578,5.177499771118164,15.846500396728516,,27.27050018310547,47.38999938964844,5.1875,15.38599967956543,,26.787500381469727,46.79999923706055,5.125,15.404000282287598,,26.901500701904297,47.36000061035156,5.167500019073486,89928000,,45966000,26211600,12041600
2015-01-26 00:00:00,15.482999801635742,,26.836000442504883,40.92710876464844,4.951798915863037,15.482999801635742,,26.836000442504883,47.0099983215332,5.15500020980835,15.649999618530273,,27.075000762939453,47.130001068115234,5.179999828338623,15.37600040435791,,26.603500366210938,46.2400016784668,5.122499942779541,15.590999603271484,,27.075000762939453,47.0,5.15500020980835,63394000,,30932000,42525500,13324000
